Ŵ,W,2026-05-15 00:32:20.897
ŵ,W,2026-05-15 00:32:20.897
Ŷ,Y,2026-05-15 00:32:20.897
ŷ,Y,2026-05-15 00:32:20.897
Ÿ,Y,2026-05-15 00:32:20.897
Ź,Z,2026-05-15 00:32:20.897
ź,Z,2026-05-15 00:32:20.897
Ż,Z,2026-05-15 00:32:20.897
ż,Z,2026-05-15 00:32:20.897
Ž,Z,2026-05-15 00:32:20.897
ž,Z,2026-05-15 00:32:20.897
Ǎ,A,2026-05-15 00:32:20.897
ǎ,A,2026-05-15 00:32:20.897
Ș,S,2026-05-15 00:32:20.897
ș,S,2026-05-15 00:32:20.897
Ț,T,2026-05-15 00:32:20.897
ț,T,2026-05-15 00:32:20.897
ẞ,S,2026-05-15 00:32:20.897
